invoice_number,rule_triggered,risk_score,explanation,recommended_action,financial_value,risk_tier
PO020004,Split Purchase Order,7,"PO PO020004 to vendor VEND0272 for ₹94,359 is part of a group of 3 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹281,316.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,94358.9,High
PO020003,Split Purchase Order,7,"PO PO020003 to vendor VEND0272 for ₹92,160 is part of a group of 3 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹281,316.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,92159.96,High
PO020005,Split Purchase Order,7,"PO PO020005 to vendor VEND0272 for ₹94,797 is part of a group of 3 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹281,316.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,94797.03,High
PO003684,Split Purchase Order,7,"PO PO003684 to vendor VEND0273 for ₹61,065 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹333,360.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,61064.92,High
PO018486,Split Purchase Order,7,"PO PO018486 to vendor VEND0273 for ₹80,000 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹333,360.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,80000.0,High
PO013312,Split Purchase Order,7,"PO PO013312 to vendor VEND0273 for ₹53,835 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹333,360.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,53835.25,High
PO007920,Split Purchase Order,7,"PO PO007920 to vendor VEND0273 for ₹32,955 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹333,360.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,32954.86,High
PO002942,Split Purchase Order,7,"PO PO002942 to vendor VEND0273 for ₹52,290 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹333,360.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,52289.68,High
PO015591,Split Purchase Order,7,"PO PO015591 to vendor VEND0273 for ₹53,215 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹333,360.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,53215.22,High
PO014839,Split Purchase Order,7,"PO PO014839 to vendor VEND0276 for ₹23,317 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹234,556.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,23316.66,High
PO018755,Split Purchase Order,7,"PO PO018755 to vendor VEND0276 for ₹53,534 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹234,556.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,53533.56,High
PO005889,Split Purchase Order,7,"PO PO005889 to vendor VEND0276 for ₹72,708 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹234,556.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,72708.42,High
PO003094,Split Purchase Order,7,"PO PO003094 to vendor VEND0276 for ₹26,294 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹234,556.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,26293.78,High
PO015475,Split Purchase Order,7,"PO PO015475 to vendor VEND0276 for ₹28,682 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹234,556.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,28681.73,High
PO015232,Split Purchase Order,7,"PO PO015232 to vendor VEND0276 for ₹30,022 is part of a group of 6 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹234,556.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,30021.63,High
PO004700,Split Purchase Order,7,"PO PO004700 to vendor VEND0278 for ₹64,757 is part of a group of 4 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹299,094.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,64757.06,High
PO009323,Split Purchase Order,7,"PO PO009323 to vendor VEND0264 for ₹74,970 is part of a group of 5 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹304,453.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,74969.78,High
PO011573,Split Purchase Order,7,"PO PO011573 to vendor VEND0264 for ₹68,099 is part of a group of 5 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹304,453.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,68099.05,High
PO002515,Split Purchase Order,7,"PO PO002515 to vendor VEND0264 for ₹55,412 is part of a group of 5 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹304,453.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,55412.23,High
PO017476,Split Purchase Order,7,"PO PO017476 to vendor VEND0264 for ₹53,620 is part of a group of 5 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹304,453.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,53619.65,High
PO019590,Split Purchase Order,7,"PO PO019590 to vendor VEND0264 for ₹52,352 is part of a group of 5 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹304,453.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,52352.26,High
PO005443,Split Purchase Order,7,"PO PO005443 to vendor VEND0265 for ₹32,525 is part of a group of 3 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹163,928.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,32524.69,High
PO011962,Split Purchase Order,7,"PO PO011962 to vendor VEND0265 for ₹68,909 is part of a group of 3 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹163,928.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,68909.25,High
PO000957,Split Purchase Order,7,"PO PO000957 to vendor VEND0265 for ₹62,494 is part of a group of 3 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹163,928.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,62493.96,High
PO017213,Split Purchase Order,7,"PO PO017213 to vendor VEND0268 for ₹53,361 is part of a group of 3 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹194,272.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,53360.83,High
PO002558,Split Purchase Order,7,"PO PO002558 to vendor VEND0268 for ₹97,507 is part of a group of 3 POs within 30 days, each below the ₹100,000 approval threshold. Combined value: ₹194,272.",Refer to CFO for retrospective approval. Investigate whether this is a genuine business need or deliberate control circumvention. Review approver's other transactions.,97506.95,High
